Time(s),True Position X(m),True Position Y(m),True Position Z(m),UKF Estimated Position X(m),UKF Estimated Position Y(m),UKF Estimated Position Z(m)
5.661000000000000227e+02,3.186509425201381518e+01,-9.582562846287885350e+00,-1.899938346674622469e+00,3.259386384960771466e+01,-8.496419542284154858e+00,-1.857047097012031855e+00
5.662000000000000455e+02,3.186509425201381518e+01,-9.552562846287885989e+00,-1.889753766811862912e+00,3.259467191122537599e+01,-8.450437334498385411e+00,-1.848265542035010256e+00
5.663000000000000682e+02,3.186509425201381518e+01,-9.522562846287886629e+00,-1.879447398407913639e+00,3.259546163367986082e+01,-8.403999982770212540e+00,-1.839562405963889979e+00
5.663999999999999773e+02,3.186509425201381518e+01,-9.492562846287887268e+00,-1.869021130325863922e+00,3.259622902304957393e+01,-8.357101292039196494e+00,-1.830935054302780252e+00
5.665000000000000000e+02,3.186509425201381518e+01,-9.462562846287887908e+00,-1.858477590650186473e+00,3.259696358473962619e+01,-8.309739715765829260e+00,-1.822382898934254314e+00
5.666000000000000227e+02,3.186509425201381518e+01,-9.432562846287888547e+00,-1.847820130483728507e+00,3.259765227666173359e+01,-8.261918050581183337e+00,-1.813903294508379282e+00
5.667000000000000455e+02,3.186509425201381518e+01,-9.402562846287889187e+00,-1.837052803287042568e+00,3.259828400226439271e+01,-8.213637049334348461e+00,-1.805494843934233096e+00
5.668000000000000682e+02,3.186509425201381518e+01,-9.372562846287889826e+00,-1.826180339887459869e+00,3.259885289597177405e+01,-8.164901507159534333e+00,-1.797158394097900569e+00
5.668999999999999773e+02,3.186509425201381518e+01,-9.342562846287890466e+00,-1.815208119311962465e+00,3.259935718344308953e+01,-8.115704434671876299e+00,-1.788893125828743713e+00
5.670000000000000000e+02,3.186509425201381518e+01,-9.312562846287891105e+00,-1.804142135623693077e+00,3.250489204149336331e+01,-8.381606844512042187e+00,-1.761913218694277417e+00
5.671000000000000227e+02,3.186509425201381518e+01,-9.282562846287891745e+00,-1.792988960966566125e+00,3.250998978824735275e+01,-8.337862114986048567e+00,-1.752393283820302905e+00
5.672000000000000455e+02,3.186509425201381518e+01,-9.252562846287892384e+00,-1.781755705045811267e+00,3.251523262326121255e+01,-8.293796298460250682e+00,-1.742940788882018310e+00
5.673000000000000682e+02,3.186509425201381518e+01,-9.222562846287893024e+00,-1.770449971294280944e+00,3.252062410576172624e+01,-8.249396672819209186e+00,-1.733561995456827098e+00
5.673999999999999773e+02,3.186509425201381518e+01,-9.192562846287893663e+00,-1.759079809994754218e+00,3.252617233150139953e+01,-8.204646799313792371e+00,-1.724254437777158699e+00
5.675000000000000000e+02,3.186509425201381518e+01,-9.162562846287894303e+00,-1.747653668647265457e+00,3.253188915433874229e+01,-8.159524704406464934e+00,-1.715012083486494809e+00
5.676000000000000227e+02,3.186509425201381518e+01,-9.132562846287894942e+00,-1.736180339887461788e+00,3.253779392103112400e+01,-8.114024886262079406e+00,-1.705835689653374843e+00
5.677000000000000455e+02,3.186509425201381518e+01,-9.102562846287895582e+00,-1.724668907277081109e+00,3.254390096017174017e+01,-8.068149062400912896e+00,-1.696732243116350070e+00
5.678000000000000682e+02,3.186509425201381518e+01,-9.072562846287896221e+00,-1.713128689300768004e+00,3.255022647996429441e+01,-8.021900693598123411e+00,-1.687703151718252137e+00
5.678999999999999773e+02,3.186509425201381518e+01,-9.042562846287896861e+00,-1.701569181914521556e+00,3.255678144277752040e+01,-7.975279145841401629e+00,-1.678745763884649911e+00
5.680000000000000000e+02,3.186509425201381518e+01,-9.012562846287897500e+00,-1.689999999999963975e+00,3.265555405304905889e+01,-7.947551744741481627e+00,-1.645693705138693286e+00
5.681000000000000227e+02,3.186509425201381518e+01,-8.982562846287898140e+00,-1.678430818085407283e+00,3.266386436908719304e+01,-7.902232281116422286e+00,-1.633701301002751904e+00
5.682000000000000455e+02,3.186509425201381518e+01,-8.952562846287898779e+00,-1.666871310699159725e+00,3.267242737122403184e+01,-7.856621126924480336e+00,-1.621765308978521780e+00
5.683000000000000682e+02,3.186509425201381518e+01,-8.922562846287899418e+00,-1.655331092722845510e+00,3.268123943791536590e+01,-7.810724332878315579e+00,-1.609887166679075499e+00
5.683999999999999773e+02,3.186509425201381518e+01,-8.892562846287900058e+00,-1.643819660112465941e+00,3.269029673129382729e+01,-7.764548923462701424e+00,-1.598062116500642560e+00
5.685000000000000000e+02,3.186509425201381518e+01,-8.862562846287900697e+00,-1.632346331352663382e+00,3.269959661235380111e+01,-7.718101158331908351e+00,-1.586287367820392369e+00
5.686000000000000227e+02,3.186509425201381518e+01,-8.832562846287901337e+00,-1.620920190005174621e+00,3.270914444826854606e+01,-7.671397647871796011e+00,-1.574566710339540876e+00
5.687000000000000455e+02,3.186509425201381518e+01,-8.802562846287901976e+00,-1.609550028705645897e+00,3.271893797416593941e+01,-7.624459914847562914e+00,-1.562900351501890661e+00
5.688000000000000682e+02,3.186509425201381518e+01,-8.772562846287902616e+00,-1.598244294954115574e+00,3.272897979600017493e+01,-7.577311557908139150e+00,-1.551289258661305404e+00
5.688999999999999773e+02,3.186509425201381518e+01,-8.742562846287903255e+00,-1.587011039033362492e+00,3.273928137688427853e+01,-7.529967971387886649e+00,-1.539730878001645209e+00
5.690000000000000000e+02,3.186509425201381518e+01,-8.712562846287903895e+00,-1.575857864376235540e+00,3.276668606224136937e+01,-7.571563309524464991e+00,-1.533047103238107667e+00
5.691000000000000227e+02,3.186509425201381518e+01,-8.682562846287904534e+00,-1.564791880687965264e+00,3.278115323568994199e+01,-7.523787852466547577e+00,-1.522525983685790507e+00
5.692000000000000455e+02,3.186509425201381518e+01,-8.652562846287905174e+00,-1.553819660112467416e+00,3.279605129136331243e+01,-7.475817797186124380e+00,-1.512066863562756325e+00
5.693000000000000682e+02,3.186509425201381518e+01,-8.622562846287905813e+00,-1.542947196712884717e+00,3.281138346290246943e+01,-7.427641303506455017e+00,-1.501668948398156012e+00
5.693999999999999773e+02,3.186509425201381518e+01,-8.592562846287906453e+00,-1.532179869516199888e+00,3.282715232623128543e+01,-7.379253747734065172e+00,-1.491329538479807759e+00
5.695000000000000000e+02,3.186509425201381518e+01,-8.562562846287907092e+00,-1.521522409349741700e+00,3.284336372310266938e+01,-7.330649296007617721e+00,-1.481046996238838176e+00
5.696000000000000227e+02,3.186509425201381518e+01,-8.532562846287907732e+00,-1.510978869674064251e+00,3.286001684635054687e+01,-7.281813035228758224e+00,-1.470821325042711791e+00
5.697000000000000455e+02,3.186509425201381518e+01,-8.502562846287908371e+00,-1.500552601592014090e+00,3.287710629822346675e+01,-7.232733835684825863e+00,-1.460650752276923647e+00
5.698000000000000682e+02,3.186509425201381518e+01,-8.472562846287909011e+00,-1.490246233188064817e+00,3.289462419521632341e+01,-7.183406442747653387e+00,-1.450536916158940315e+00
5.698999999999999773e+02,3.186509425201381518e+01,-8.442562846287909650e+00,-1.480061653325305482e+00,3.291255770360285737e+01,-7.133831355117305151e+00,-1.440482272379098205e+00
5.700000000000000000e+02,3.186509425201381518e+01,-8.412562846287910290e+00,-1.469999999999968221e+00,3.272999328307841438e+01,-7.380349968544146932e+00,-1.426760514059473905e+00
5.701000000000000227e+02,3.186509425201381518e+01,-8.382562846287910929e+00,-1.460061653325305908e+00,3.274513229431042305e+01,-7.337876178365753788e+00,-1.416612356448355925e+00
5.702000000000000455e+02,3.186509425201381518e+01,-8.352562846287911569e+00,-1.450246233188065892e+00,3.276056804772431974e+01,-7.295343983605750537e+00,-1.406522658301230244e+00
5.703000000000000682e+02,3.186509425201381518e+01,-8.322562846287912208e+00,-1.440552601592015591e+00,3.277629407796193561e+01,-7.252768019349549178e+00,-1.396492141759830830e+00
5.703999999999999773e+02,3.186509425201381518e+01,-8.292562846287912848e+00,-1.430978869674065956e+00,3.279230293673747099e+01,-7.210158004018911271e+00,-1.386524483578121192e+00
5.705000000000000000e+02,3.186509425201381518e+01,-8.262562846287913487e+00,-1.421522409349743388e+00,3.280859483649591368e+01,-7.167522566082702440e+00,-1.376620144339458562e+00
5.706000000000000227e+02,3.186509425201381518e+01,-8.232562846287914127e+00,-1.412179869516202002e+00,3.282517443360366372e+01,-7.124875086557388215e+00,-1.366783306644253848e+00
5.707000000000000455e+02,3.186509425201381518e+01,-8.202562846287914766e+00,-1.402947196712888145e+00,3.284204675107930882e+01,-7.082218715470798287e+00,-1.357009552865036994e+00
5.708000000000000682e+02,3.186509425201381518e+01,-8.172562846287915406e+00,-1.393819660112471270e+00,3.285921533704556907e+01,-7.039566528293743630e+00,-1.347299487818717445e+00
5.708999999999999773e+02,3.186509425201381518e+01,-8.142562846287916045e+00,-1.384791880687969101e+00,3.287667970412910279e+01,-6.996925497213638323e+00,-1.337656621849032668e+00
5.710000000000000000e+02,3.186509425201381518e+01,-8.112562846287916685e+00,-1.375857864376238915e+00,3.244953041672648197e+01,-7.343399666717026264e+00,-1.332402148545684728e+00
5.711000000000000227e+02,3.186509425201381518e+01,-8.082562846287917324e+00,-1.367011039033367181e+00,3.245937158687594604e+01,-7.301616341749191719e+00,-1.323396961623261703e+00
5.712000000000000455e+02,3.186509425201381518e+01,-8.052562846287917964e+00,-1.358244294954121578e+00,3.246932938009288705e+01,-7.259834446393305996e+00,-1.314462581682803943e+00
5.713000000000000682e+02,3.186509425201381518e+01,-8.022562846287918603e+00,-1.349550028705652327e+00,3.247940944572516742e+01,-7.218068255425070134e+00,-1.305603197521012504e+00
5.713999999999999773e+02,3.186509425201381518e+01,-7.992562846287919243e+00,-1.340920190005179480e+00,3.248960719513760864e+01,-7.176335276374260275e+00,-1.296817444480576675e+00
5.715000000000000000e+02,3.186509425201381518e+01,-7.962562846287919882e+00,-1.332346331352669777e+00,3.249991983314012600e+01,-7.134647708270954070e+00,-1.288100774643355706e+00
5.716000000000000227e+02,3.186509425201381518e+01,-7.932562846287920522e+00,-1.323819660112472762e+00,3.251035811292351241e+01,-7.093028265074874383e+00,-1.279453740262546546e+00
5.717000000000000455e+02,3.186509425201381518e+01,-7.902562846287921161e+00,-1.315331092722853867e+00,3.252093618593654867e+01,-7.051498062837080028e+00,-1.270873226374217957e+00
5.718000000000000682e+02,3.186509425201381518e+01,-7.872562846287921801e+00,-1.306871310699168509e+00,3.253166575821158801e+01,-7.010084024058144792e+00,-1.262359661322115301e+00
5.718999999999999773e+02,3.186509425201381518e+01,-7.842562846287922440e+00,-1.298430818085414273e+00,3.254255218329507215e+01,-6.968804352857649320e+00,-1.253910775356062324e+00
5.720000000000000000e+02,3.186509425201381518e+01,-7.812562846287923080e+00,-1.289999999999972280e+00,3.217263581501151037e+01,-7.271867095229300304e+00,-1.241218920283226890e+00
5.721000000000000227e+02,3.186509425201381518e+01,-7.782562846287923719e+00,-1.281569181914529398e+00,3.217879995365710499e+01,-7.229115948608832554e+00,-1.229523087294324135e+00
5.722000000000000455e+02,3.186509425201381518e+01,-7.752562846287924359e+00,-1.273128689300778493e+00,3.218503271489659312e+01,-7.186391938399346202e+00,-1.217873470186169982e+00
5.723000000000000682e+02,3.186509425201381518e+01,-7.722562846287924998e+00,-1.264668907277092025e+00,3.219133143430993016e+01,-7.143704575587761951e+00,-1.206269343402299299e+00
5.723999999999999773e+02,3.186509425201381518e+01,-7.692562846287925638e+00,-1.256180339887472019e+00,3.219770142600219742e+01,-7.101061032916550886e+00,-1.194712759158072402e+00
5.725000000000000000e+02,3.186509425201381518e+01,-7.662562846287926277e+00,-1.247653668647275005e+00,3.220415047180148349e+01,-7.058457820421917717e+00,-1.183209088746180360e+00
5.726000000000000227e+02,3.186509425201381518e+01,-7.632562846287926916e+00,-1.239079809994764192e+00,3.221068344300499575e+01,-7.015898140420283369e+00,-1.171758302029507259e+00
5.727000000000000455e+02,3.186509425201381518e+01,-7.602562846287927556e+00,-1.230449971294293343e+00,3.221731014806127291e+01,-6.973377558285424271e+00,-1.160361832445164776e+00
5.728000000000000682e+02,3.186509425201381518e+01,-7.572562846287928195e+00,-1.221755705045824092e+00,3.222404037139126842e+01,-6.930891934167608071e+00,-1.149015483919925806e+00
5.728999999999999773e+02,3.186509425201381518e+01,-7.542562846287928835e+00,-1.212988960966577601e+00,3.223088348289343230e+01,-6.888419847009021879e+00,-1.137715803398876346e+00
5.730000000000000000e+02,3.186509425201381518e+01,-7.512562846287929474e+00,-1.204142135623704979e+00,3.216163886994277021e+01,-6.971498030429955861e+00,-1.157000472102883926e+00
5.731000000000000227e+02,3.186509425201381518e+01,-7.482562846287930114e+00,-1.195208119311975681e+00,3.216893834383633077e+01,-6.928117058868870970e+00,-1.147236769763787301e+00
5.732000000000000455e+02,3.186509425201381518e+01,-7.452562846287930753e+00,-1.186180339887474178e+00,3.217638754716499250e+01,-6.884655107416477904e+00,-1.137525751646931926e+00
5.733000000000000682e+02,3.186509425201381518e+01,-7.422562846287931393e+00,-1.177052803287057303e+00,3.218397736598227254e+01,-6.841105550210713204e+00,-1.127869112705236709e+00
5.733999999999999773e+02,3.186509425201381518e+01,-7.392562846287932032e+00,-1.167820130483742336e+00,3.219170524858677140e+01,-6.797458775088028204e+00,-1.118265266384173895e+00
5.735000000000000000e+02,3.186509425201381518e+01,-7.362562846287932672e+00,-1.158477590650201394e+00,3.219957063333620795e+01,-6.753724484713917064e+00,-1.108715741521816067e+00
5.736000000000000227e+02,3.186509425201381518e+01,-7.332562846287933311e+00,-1.149021130325879048e+00,3.220757679158914755e+01,-6.709904058613233246e+00,-1.099218347976288701e+00
5.737000000000000455e+02,3.186509425201381518e+01,-7.302562846287933951e+00,-1.139447398407929635e+00,3.221573205114346194e+01,-6.665995906635743040e+00,-1.089772334747697524e+00
5.738000000000000682e+02,3.186509425201381518e+01,-7.272562846287934590e+00,-1.129753766811879334e+00,3.222404033361500808e+01,-6.622005263266039776e+00,-1.080383023269338327e+00
5.738999999999999773e+02,3.186509425201381518e+01,-7.242562846287935230e+00,-1.119938346674639096e+00,3.223251817962585619e+01,-6.577932375231295481e+00,-1.071047693572793502e+00
5.740000000000000000e+02,3.186509425201381518e+01,-7.212562846287935869e+00,-1.109999999999976783e+00,3.202106745270522481e+01,-6.822315862414315646e+00,-1.064421344630199551e+00
5.741000000000000227e+02,3.186509425201381518e+01,-7.182562846287936509e+00,-1.099938346674639522e+00,3.202721450884469334e+01,-6.781706805753476175e+00,-1.054355147097742584e+00
5.742000000000000455e+02,3.186509425201381518e+01,-7.152562846287937148e+00,-1.089753766811879743e+00,3.203357895602236738e+01,-6.741076294778032718e+00,-1.044340493853757490e+00
5.743000000000000682e+02,3.186509425201381518e+01,-7.122562846287937788e+00,-1.079447398407930692e+00,3.204018721536746739e+01,-6.700432063366982050e+00,-1.034379195427324927e+00
5.743999999999999773e+02,3.186509425201381518e+01,-7.092562846287938427e+00,-1.069021130325880753e+00,3.204706944277347702e+01,-6.659777231512357787e+00,-1.024467514505574162e+00
5.745000000000000000e+02,3.186509425201381518e+01,-7.062562846287939067e+00,-1.058477590650203748e+00,3.205425638560092239e+01,-6.619114848240091220e+00,-1.014606171018153091e+00
5.746000000000000227e+02,3.186509425201381518e+01,-7.032562846287939706e+00,-1.047820130483745116e+00,3.206177696014925971e+01,-6.578446895920105675e+00,-1.004795230212504720e+00
5.747000000000000455e+02,3.186509425201381518e+01,-7.002562846287940346e+00,-1.037052803287059843e+00,3.206965644656423819e+01,-6.537765701880989155e+00,-9.950305520690028160e-01
5.748000000000000682e+02,3.186509425201381518e+01,-6.972562846287940985e+00,-1.026180339887477144e+00,3.207792336898334895e+01,-6.497076075137979245e+00,-9.853083898736390012e-01
5.748999999999999773e+02,3.186509425201381518e+01,-6.942562846287941625e+00,-1.015208119311979740e+00,3.208660546614858333e+01,-6.456383677939836474e+00,-9.756253328178821072e-01
5.750000000000000000e+02,3.186509425201381518e+01,-6.912562846287942264e+00,-1.004142135623710352e+00,3.244884674567672533e+01,-6.112012582158794949e+00,-9.586289068095230625e-01
5.751000000000000227e+02,3.186509425201381518e+01,-6.882562846287942904e+00,-9.929889609665826233e-01,3.246363337173288244e+01,-6.065929624356819261e+00,-9.471131952306102164e-01
5.752000000000000455e+02,3.186509425201381518e+01,-6.852562846287943543e+00,-9.817557050458286527e-01,3.247902785467928766e+01,-6.019722516476356589e+00,-9.356327383878038084e-01
5.753000000000000682e+02,3.186509425201381518e+01,-6.822562846287944183e+00,-9.704499712942974421e-01,3.249503850595286281e+01,-5.973397053074329222e+00,-9.241863510436942875e-01
5.753999999999999773e+02,3.186509425201381518e+01,-6.792562846287944822e+00,-9.590798099947717148e-01,3.251167773366860558e+01,-5.926957779208350985e+00,-9.127721522643952312e-01
5.755000000000000000e+02,3.186509425201381518e+01,-6.762562846287945462e+00,-9.476536686472818438e-01,3.252895813356909116e+01,-5.880403437373537656e+00,-9.013911585796243742e-01
5.756000000000000227e+02,3.186509425201381518e+01,-6.732562846287946101e+00,-9.361803398874791737e-01,3.254688733889879870e+01,-5.833740201949328963e+00,-8.900474285658837026e-01
5.757000000000000455e+02,3.186509425201381518e+01,-6.702562846287946741e+00,-9.246689072770986062e-01,3.256546444154569997e+01,-5.786970275202115488e+00,-8.787426452207034444e-01
5.758000000000000682e+02,3.186509425201381518e+01,-6.672562846287947380e+00,-9.131286893007842798e-01,3.258469653906411168e+01,-5.740101731339610325e+00,-8.674752941783121507e-01
5.758999999999999773e+02,3.186509425201381518e+01,-6.642562846287948020e+00,-9.015691819145380537e-01,3.260458297966056307e+01,-5.693130354102599711e+00,-8.562450454125101196e-01
5.760000000000000000e+02,3.186509425201381518e+01,-6.612562846287948659e+00,-8.899999999999813616e-01,3.257410220743030038e+01,-5.695969970747449374e+00,-8.470810853875370139e-01
5.761000000000000227e+02,3.186509425201381518e+01,-6.582562846287949299e+00,-8.784308180854247805e-01,3.259185631981881670e+01,-5.648406358154520746e+00,-8.363919686724452518e-01
5.762000000000000455e+02,3.186509425201381518e+01,-6.552562846287949938e+00,-8.668713106991762229e-01,3.261015454645149703e+01,-5.600701421878518715e+00,-8.257485403415354419e-01
5.763000000000000682e+02,3.186509425201381518e+01,-6.522562846287950578e+00,-8.553310927228630067e-01,3.262900314862756090e+01,-5.552855747882109227e+00,-8.151499740429311025e-01
5.763999999999999773e+02,3.186509425201381518e+01,-6.492562846287951217e+00,-8.438196601124835494e-01,3.264840991683755078e+01,-5.504869739738417422e+00,-8.045959305105081505e-01
5.765000000000000000e+02,3.186509425201381518e+01,-6.462562846287951857e+00,-8.323463313526808793e-01,3.266838550726491519e+01,-5.456741985190443955e+00,-7.940905044357271514e-01
5.766000000000000227e+02,3.186509425201381518e+01,-6.432562846287952496e+00,-8.209201900051910084e-01,3.268893424351284693e+01,-5.408463201835903789e+00,-7.836353891848619746e-01
5.767000000000000455e+02,3.186509425201381518e+01,-6.402562846287953136e+00,-8.095500287056632827e-01,3.271005127022336012e+01,-5.360020025751268236e+00,-7.732316353069470516e-01
5.768000000000000682e+02,3.186509425201381518e+01,-6.372562846287953775e+00,-7.982442949541330712e-01,3.273173474034861385e+01,-5.311392899284328450e+00,-7.628814572168431951e-01
5.768999999999999773e+02,3.186509425201381518e+01,-6.342562846287954414e+00,-7.870110390333799888e-01,3.275397956373257102e+01,-5.262565430011296286e+00,-7.525837116525924131e-01
5.770000000000000000e+02,3.186509425201381518e+01,-6.312562846287955054e+00,-7.758578643762521487e-01,3.185983706030874529e+01,-6.027228183453654076e+00,-7.347793508722306743e-01
5.771000000000000227e+02,3.186509425201381518e+01,-6.282562846287955693e+00,-7.647918806879826503e-01,3.186624661920299673e+01,-5.982233117588823035e+00,-7.250916388988137840e-01
5.772000000000000455e+02,3.186509425201381518e+01,-6.252562846287956333e+00,-7.538196601124845797e-01,3.187279478053841331e+01,-5.936999176793985811e+00,-7.154493462066859877e-01
5.773000000000000682e+02,3.186509425201381518e+01,-6.222562846287956972e+00,-7.429471967129013255e-01,3.187946784685622958e+01,-5.891537348049887157e+00,-7.058533056262006333e-01
5.773999999999999773e+02,3.186509425201381518e+01,-6.192562846287957612e+00,-7.321798695162171633e-01,3.188624073639954304e+01,-5.845854321912334228e+00,-6.963020512066542267e-01
5.775000000000000000e+02,3.186509425201381518e+01,-6.162562846287958251e+00,-7.215224093497585311e-01,3.189309816225046745e+01,-5.799961333678727016e+00,-6.867980130341195810e-01
5.776000000000000227e+02,3.186509425201381518e+01,-6.132562846287958891e+00,-7.109788696740814151e-01,3.190001541474585167e+01,-5.753856392255638497e+00,-6.773440620070347862e-01
5.777000000000000455e+02,3.186509425201381518e+01,-6.102562846287959530e+00,-7.005526015920309213e-01,3.190697520281254640e+01,-5.707539422316472155e+00,-6.679394128536295661e-01
5.778000000000000682e+02,3.186509425201381518e+01,-6.072562846287960170e+00,-6.902462331880819812e-01,3.191395939280727134e+01,-5.661014185768312501e+00,-6.585855163753464581e-01
5.778999999999999773e+02,3.186509425201381518e+01,-6.042562846287960809e+00,-6.800616533253225349e-01,3.192095911425202814e+01,-5.614292690713465817e+00,-6.492833861341589241e-01
5.780000000000000000e+02,3.186509425201381518e+01,-6.012562846287961449e+00,-6.699999999999852740e-01,3.203040656248584384e+01,-5.554549691271617462e+00,-6.213483674690747360e-01
5.781000000000000227e+02,3.186509425201381518e+01,-5.982562846287962088e+00,-6.600616533253228502e-01,3.203767900836528781e+01,-5.508655477729973882e+00,-6.071721981923543510e-01
5.782000000000000455e+02,3.186509425201381518e+01,-5.952562846287962728e+00,-6.502462331880830559e-01,3.204491979747710673e+01,-5.462657072005008274e+00,-5.930217156881605334e-01
5.783000000000000682e+02,3.186509425201381518e+01,-5.922562846287963367e+00,-6.405526015920325333e-01,3.205212151086632844e+01,-5.416563574450727003e+00,-5.788943980527703204e-01
5.783999999999999773e+02,3.186509425201381518e+01,-5.892562846287964007e+00,-6.309788696740828984e-01,3.205927912214515629e+01,-5.370383237450266023e+00,-5.647944999189797866e-01
5.785000000000000000e+02,3.186509425201381518e+01,-5.862562846287964646e+00,-6.215224093497603297e-01,3.206638594341474402e+01,-5.324112740061440974e+00,-5.507203876632944528e-01
5.786000000000000227e+02,3.186509425201381518e+01,-5.832562846287965286e+00,-6.121798695162193882e-01,3.207343692137699520e+01,-5.277755792078288266e+00,-5.366754840559679884e-01
5.787000000000000455e+02,3.186509425201381518e+01,-5.802562846287965925e+00,-6.029471967129050869e-01,3.208042824167405627e+01,-5.231312820191615032e+00,-5.226540826049073107e-01
5.788000000000000682e+02,3.186509425201381518e+01,-5.772562846287966565e+00,-5.938196601124881013e-01,3.208735516501288032e+01,-5.184786501082303545e+00,-5.086522596520115513e-01
5.788999999999999773e+02,3.186509425201381518e+01,-5.742562846287967204e+00,-5.847918806879859321e-01,3.209420999191532076e+01,-5.138183591318828292e+00,-4.946727463435907080e-01
5.790000000000000000e+02,3.186509425201381518e+01,-5.712562846287967844e+00,-5.758578643762565230e-01,3.200476440503587128e+01,-5.279273411806210348e+00,-5.260360012232102589e-01
5.791000000000000227e+02,3.186509425201381518e+01,-5.682562846287968483e+00,-5.670110390333840122e-01,3.200916643558001340e+01,-5.236374268445466384e+00,-5.135816457984352379e-01
5.792000000000000455e+02,3.186509425201381518e+01,-5.652562846287969123e+00,-5.582442949541382982e-01,3.201338594941987026e+01,-5.193497524822600298e+00,-5.011593441776360791e-01
5.793000000000000682e+02,3.186509425201381518e+01,-5.622562846287969762e+00,-5.495500287056699351e-01,3.201739622740844027e+01,-5.150645472350845466e+00,-4.887707092311699419e-01
5.793999999999999773e+02,3.186509425201381518e+01,-5.592562846287970402e+00,-5.409201900051971990e-01,3.202118066018935849e+01,-5.107814357110310510e+00,-4.764163395523697275e-01
5.795000000000000000e+02,3.186509425201381518e+01,-5.562562846287971041e+00,-5.323463313526864971e-01,3.202471722897327311e+01,-5.064998894710004862e+00,-4.640968222950523359e-01
5.796000000000000227e+02,3.186509425201381518e+01,-5.532562846287971681e+00,-5.238196601124894825e-01,3.202799015908938429e+01,-5.022197022964483892e+00,-4.518107241921978101e-01
5.797000000000000455e+02,3.186509425201381518e+01,-5.502562846287972320e+00,-5.153310927228715865e-01,3.203098712347183152e+01,-4.979403402523900013e+00,-4.395589570751858854e-01
5.798000000000000682e+02,3.186509425201381518e+01,-5.472562846287972960e+00,-5.068713106991852291e-01,3.203369841545686825e+01,-4.936622447151698623e+00,-4.273417586007905999e-01
5.798999999999999773e+02,3.186509425201381518e+01,-5.442562846287973599e+00,-4.984308180854319370e-01,3.203611591097786970e+01,-4.893863397640952684e+00,-4.151613673361569390e-01
5.800000000000000000e+02,3.186509425201381518e+01,-5.412562846287974239e+00,-4.899999999999889999e-01,3.188474635904717402e+01,-5.112879770958896231e+00,-4.359695309005899300e-01
5.801000000000000227e+02,3.186509425201381518e+01,-5.382562846287974878e+00,-4.815691819145471730e-01,3.188778972135072820e+01,-5.071967861959990387e+00,-4.216264492592181057e-01
5.802000000000000455e+02,3.186509425201381518e+01,-5.352562846287975518e+00,-4.731286893007950467e-01,3.189059776061908735e+01,-5.031089158492985547e+00,-4.073108718972375808e-01
5.803000000000000682e+02,3.186509425201381518e+01,-5.322562846287976157e+00,-4.646689072771086892e-01,3.189316027375996043e+01,-4.990241991242541530e+00,-3.930234990099437109e-01
5.803999999999999773e+02,3.186509425201381518e+01,-5.292562846287976797e+00,-4.561803398874885729e-01,3.189546684376573182e+01,-4.949430915793243457e+00,-3.787621311781541600e-01
5.805000000000000000e+02,3.186509425201381518e+01,-5.262562846287977436e+00,-4.476536686472916138e-01,3.189750570302527422e+01,-4.908650639493931322e+00,-3.645223545492657369e-01
5.806000000000000227e+02,3.186509425201381518e+01,-5.232562846287978076e+00,-4.390798099947819666e-01,3.189927099965714774e+01,-4.867902739037443638e+00,-3.503062457688803644e-01
5.807000000000000455e+02,3.186509425201381518e+01,-5.202562846287978715e+00,-4.304499712943101186e-01,3.190075278512277634e+01,-4.827191354315591099e+00,-3.361131251725844038e-01
5.808000000000000682e+02,3.186509425201381518e+01,-5.172562846287979355e+00,-4.217557050458417001e-01,3.190194624796069434e+01,-4.786519036900592994e+00,-3.219410888434368623e-01
5.808999999999999773e+02,3.186509425201381518e+01,-5.142562846287979994e+00,-4.129889609665942651e-01,3.190285272803902217e+01,-4.745893196186326435e+00,-3.077885636595918406e-01
5.810000000000000000e+02,3.186509425201381518e+01,-5.112562846287980634e+00,-4.041421356237225870e-01,3.190551425130009378e+01,-4.850940967747625621e+00,-3.501489321426765611e-01
5.811000000000000227e+02,3.186509425201381518e+01,-5.082562846287981273e+00,-3.952081193119924563e-01,3.190936345313278366e+01,-4.813787055785770264e+00,-3.364239086298186354e-01
5.812000000000000455e+02,3.186509425201381518e+01,-5.052562846287981912e+00,-3.861803398874909532e-01,3.191302205604742426e+01,-4.776782188952866548e+00,-3.227167139755817704e-01
5.813000000000000682e+02,3.186509425201381518e+01,-5.022562846287982552e+00,-3.770528032870746338e-01,3.191648111770433616e+01,-4.739928814445608651e+00,-3.090266303454778374e-01
5.813999999999999773e+02,3.186509425201381518e+01,-4.992562846287983191e+00,-3.678201304837597774e-01,3.191973622967103097e+01,-4.703230050235111648e+00,-2.953504017404887660e-01
5.815000000000000000e+02,3.186509425201381518e+01,-4.962562846287983831e+00,-3.584775906502183362e-01,3.192278948986624698e+01,-4.666685020189545341e+00,-2.816871932143079071e-01
5.816000000000000227e+02,3.186509425201381518e+01,-4.932562846287984470e+00,-3.490211303258958786e-01,3.192564809383303270e+01,-4.630296108696024149e+00,-2.680345955093964561e-01
5.817000000000000455e+02,3.186509425201381518e+01,-4.902562846287985110e+00,-3.394473984079468543e-01,3.192831190165730959e+01,-4.594064776418724350e+00,-2.543955026513330386e-01
5.818000000000000682e+02,3.186509425201381518e+01,-4.872562846287985749e+00,-3.297537668118962206e-01,3.193077986103689625e+01,-4.558001663372454715e+00,-2.407692704159165586e-01
